id,option,value
aBr18q,flavoredcreamer,
aBr18q,oatmilk,
aBr18q,almondmilk,
aBr18q,soymilk,
aBr18q,other,
42NYWO,wholemilk,
42NYWO,skimmilk,
42NYWO,halfhalf,
42NYWO,coffeecreamer,
42NYWO,flavoredcreamer,
42NYWO,oatmilk,
42NYWO,almondmilk,
42NYWO,soymilk,
42NYWO,other,
6dQ08e,wholemilk,1
6dQ08e,skimmilk,0
6dQ08e,halfhalf,0
6dQ08e,coffeecreamer,0
6dQ08e,flavoredcreamer,0
6dQ08e,oatmilk,0
6dQ08e,almondmilk,0
6dQ08e,soymilk,0
6dQ08e,other,0
J2kj9J,wholemilk,
J2kj9J,skimmilk,
J2kj9J,halfhalf,
J2kj9J,coffeecreamer,
J2kj9J,flavoredcreamer,
J2kj9J,oatmilk,
J2kj9J,almondmilk,
J2kj9J,soymilk,
J2kj9J,other,
8dpDNA,wholemilk,
8dpDNA,skimmilk,
8dpDNA,halfhalf,
8dpDNA,coffeecreamer,
8dpDNA,flavoredcreamer,
8dpDNA,oatmilk,
8dpDNA,almondmilk,
8dpDNA,soymilk,
8dpDNA,other,
EPbVlL,wholemilk,
EPbVlL,skimmilk,
EPbVlL,halfhalf,
EPbVlL,coffeecreamer,
EPbVlL,flavoredcreamer,
EPbVlL,oatmilk,
EPbVlL,almondmilk,
EPbVlL,soymilk,
EPbVlL,other,
ylqbBg,wholemilk,
ylqbBg,skimmilk,
ylqbBg,halfhalf,
ylqbBg,coffeecreamer,
ylqbBg,flavoredcreamer,
ylqbBg,oatmilk,
ylqbBg,almondmilk,
ylqbBg,soymilk,
ylqbBg,other,
vNx6A4,wholemilk,
vNx6A4,skimmilk,
vNx6A4,halfhalf,
vNx6A4,coffeecreamer,
vNx6A4,flavoredcreamer,
vNx6A4,oatmilk,
vNx6A4,almondmilk,
vNx6A4,soymilk,
vNx6A4,other,
KMB2og,wholemilk,
KMB2og,skimmilk,
KMB2og,halfhalf,
KMB2og,coffeecreamer,
KMB2og,flavoredcreamer,
KMB2og,oatmilk,
KMB2og,almondmilk,
KMB2og,soymilk,
KMB2og,other,
qbEQPO,wholemilk,
qbEQPO,skimmilk,
qbEQPO,halfhalf,
qbEQPO,coffeecreamer,
qbEQPO,flavoredcreamer,
qbEQPO,oatmilk,
qbEQPO,almondmilk,
qbEQPO,soymilk,
qbEQPO,other,
9dJ0O5,wholemilk,1
9dJ0O5,skimmilk,0
9dJ0O5,halfhalf,0
9dJ0O5,coffeecreamer,0
9dJ0O5,flavoredcreamer,0
9dJ0O5,oatmilk,0
9dJ0O5,almondmilk,0
9dJ0O5,soymilk,0
9dJ0O5,other,0
BGboZR,wholemilk,1
BGboZR,skimmilk,0
BGboZR,halfhalf,0
BGboZR,coffeecreamer,0
BGboZR,flavoredcreamer,0
BGboZR,oatmilk,0
BGboZR,almondmilk,0
BGboZR,soymilk,0
BGboZR,other,0
oAVNdO,wholemilk,
oAVNdO,skimmilk,
oAVNdO,halfhalf,
oAVNdO,coffeecreamer,
oAVNdO,flavoredcreamer,
oAVNdO,oatmilk,
oAVNdO,almondmilk,
oAVNdO,soymilk,
oAVNdO,other,
YZzBdN,wholemilk,
YZzBdN,skimmilk,
YZzBdN,halfhalf,
YZzBdN,coffeecreamer,
YZzBdN,flavoredcreamer,
YZzBdN,oatmilk,
YZzBdN,almondmilk,
YZzBdN,soymilk,
YZzBdN,other,
VZ17Z6,wholemilk,
VZ17Z6,skimmilk,
VZ17Z6,halfhalf,
VZ17Z6,coffeecreamer,
VZ17Z6,flavoredcreamer,
VZ17Z6,oatmilk,
VZ17Z6,almondmilk,
VZ17Z6,soymilk,
VZ17Z6,other,
RzBeZj,wholemilk,
RzBeZj,skimmilk,
RzBeZj,halfhalf,
RzBeZj,coffeecreamer,
RzBeZj,flavoredcreamer,
RzBeZj,oatmilk,
RzBeZj,almondmilk,
RzBeZj,soymilk,
RzBeZj,other,
0Ej0GZ,wholemilk,0
0Ej0GZ,skimmilk,1
0Ej0GZ,halfhalf,0
0Ej0GZ,coffeecreamer,0
0Ej0GZ,flavoredcreamer,0
0Ej0GZ,oatmilk,1
0Ej0GZ,almondmilk,0
0Ej0GZ,soymilk,0
0Ej0GZ,other,0
eBxO4l,wholemilk,
eBxO4l,skimmilk,
eBxO4l,halfhalf,
eBxO4l,coffeecreamer,
eBxO4l,flavoredcreamer,
eBxO4l,oatmilk,
eBxO4l,almondmilk,
eBxO4l,soymilk,
eBxO4l,other,
WApbkQ,wholemilk,1
WApbkQ,skimmilk,0
WApbkQ,halfhalf,0
WApbkQ,coffeecreamer,0
WApbkQ,flavoredcreamer,0
WApbkQ,oatmilk,0
WApbkQ,almondmilk,0
WApbkQ,soymilk,0
WApbkQ,other,0
0Ej0WA,wholemilk,
0Ej0WA,skimmilk,
0Ej0WA,halfhalf,
0Ej0WA,coffeecreamer,
0Ej0WA,flavoredcreamer,
0Ej0WA,oatmilk,
0Ej0WA,almondmilk,
0Ej0WA,soymilk,
0Ej0WA,other,
9dJYlQ,wholemilk,0
9dJYlQ,skimmilk,0
9dJYlQ,halfhalf,1
9dJYlQ,coffeecreamer,0
9dJYlQ,flavoredcreamer,0
9dJYlQ,oatmilk,0
9dJYlQ,almondmilk,0
9dJYlQ,soymilk,0
9dJYlQ,other,0
BGbJzQ,wholemilk,1
BGbJzQ,skimmilk,0
BGbJzQ,halfhalf,1
BGbJzQ,coffeecreamer,0
BGbJzQ,flavoredcreamer,0
BGbJzQ,oatmilk,0
BGbJzQ,almondmilk,0
BGbJzQ,soymilk,0
BGbJzQ,other,0
OABqpR,wholemilk,0
OABqpR,skimmilk,0
OABqpR,halfhalf,0
OABqpR,coffeecreamer,0
OABqpR,flavoredcreamer,0
OABqpR,oatmilk,0
OABqpR,almondmilk,1
OABqpR,soymilk,0
OABqpR,other,0
bl41Zg,wholemilk,
bl41Zg,skimmilk,
bl41Zg,halfhalf,
bl41Zg,coffeecreamer,
bl41Zg,flavoredcreamer,
bl41Zg,oatmilk,
bl41Zg,almondmilk,
bl41Zg,soymilk,
bl41Zg,other,
GrBVrk,wholemilk,
GrBVrk,skimmilk,
GrBVrk,halfhalf,
GrBVrk,coffeecreamer,
GrBVrk,flavoredcreamer,
GrBVrk,oatmilk,
GrBVrk,almondmilk,
GrBVrk,soymilk,
GrBVrk,other,
WApbYk,wholemilk,0
WApbYk,skimmilk,0
WApbYk,halfhalf,0
WApbYk,coffeecreamer,0
WApbYk,flavoredcreamer,0
WApbYk,oatmilk,1
WApbYk,almondmilk,0
WApbYk,soymilk,1
WApbYk,other,0
eBxG20,wholemilk,
eBxG20,skimmilk,
eBxG20,halfhalf,
eBxG20,coffeecreamer,
eBxG20,flavoredcreamer,
eBxG20,oatmilk,
eBxG20,almondmilk,
eBxG20,soymilk,
eBxG20,other,
24x9NA,wholemilk,
24x9NA,skimmilk,
24x9NA,halfhalf,
24x9NA,coffeecreamer,
24x9NA,flavoredcreamer,
24x9NA,oatmilk,
24x9NA,almondmilk,
24x9NA,soymilk,
24x9NA,other,
NAB2qB,wholemilk,
NAB2qB,skimmilk,
NAB2qB,halfhalf,
NAB2qB,coffeecreamer,
NAB2qB,flavoredcreamer,
NAB2qB,oatmilk,
NAB2qB,almondmilk,
NAB2qB,soymilk,
NAB2qB,other,
RzBqoJ,wholemilk,
RzBqoJ,skimmilk,
RzBqoJ,halfhalf,
RzBqoJ,coffeecreamer,
RzBqoJ,flavoredcreamer,
RzBqoJ,oatmilk,
RzBqoJ,almondmilk,
RzBqoJ,soymilk,
RzBqoJ,other,
jB98xY,wholemilk,
jB98xY,skimmilk,
jB98xY,halfhalf,
jB98xY,coffeecreamer,
jB98xY,flavoredcreamer,
jB98xY,oatmilk,
jB98xY,almondmilk,
jB98xY,soymilk,
jB98xY,other,
LdMxB2,wholemilk,0
LdMxB2,skimmilk,0
LdMxB2,halfhalf,0
LdMxB2,coffeecreamer,0
LdMxB2,flavoredcreamer,0
LdMxB2,oatmilk,1
LdMxB2,almondmilk,0
LdMxB2,soymilk,1
LdMxB2,other,0
GrBOrz,wholemilk,0
GrBOrz,skimmilk,0
GrBOrz,halfhalf,0
GrBOrz,coffeecreamer,0
GrBOrz,flavoredcreamer,0
GrBOrz,oatmilk,1
GrBOrz,almondmilk,0
GrBOrz,soymilk,0
GrBOrz,other,0
5dqajd,wholemilk,
5dqajd,skimmilk,
5dqajd,halfhalf,
5dqajd,coffeecreamer,
5dqajd,flavoredcreamer,
5dqajd,oatmilk,
5dqajd,almondmilk,
5dqajd,soymilk,
5dqajd,other,
VZ1W0E,wholemilk,
VZ1W0E,skimmilk,
VZ1W0E,halfhalf,
VZ1W0E,coffeecreamer,
VZ1W0E,flavoredcreamer,
VZ1W0E,oatmilk,
VZ1W0E,almondmilk,
VZ1W0E,soymilk,
VZ1W0E,other,
NABN5G,wholemilk,
NABN5G,skimmilk,
NABN5G,halfhalf,
NABN5G,coffeecreamer,
NABN5G,flavoredcreamer,
NABN5G,oatmilk,
NABN5G,almondmilk,
NABN5G,soymilk,
NABN5G,other,
6dQY8o,wholemilk,
6dQY8o,skimmilk,
6dQY8o,halfhalf,
6dQY8o,coffeecreamer,
6dQY8o,flavoredcreamer,
6dQY8o,oatmilk,
6dQY8o,almondmilk,
6dQY8o,soymilk,
6dQY8o,other,
WAp6va,wholemilk,0
WAp6va,skimmilk,0
WAp6va,halfhalf,1
WAp6va,coffeecreamer,0
WAp6va,flavoredcreamer,0
WAp6va,oatmilk,0
WAp6va,almondmilk,0
WAp6va,soymilk,0
WAp6va,other,0
EPbVGA,wholemilk,
EPbVGA,skimmilk,
EPbVGA,halfhalf,
EPbVGA,coffeecreamer,
EPbVGA,flavoredcreamer,
EPbVGA,oatmilk,
EPbVGA,almondmilk,
EPbVGA,soymilk,
EPbVGA,other,
OABqQp,wholemilk,1
OABqQp,skimmilk,0
OABqQp,halfhalf,1
OABqQp,coffeecreamer,0
OABqQp,flavoredcreamer,1
OABqQp,oatmilk,0
OABqQp,almondmilk,0
OABqQp,soymilk,0
OABqQp,other,0
DVvOop,wholemilk,
DVvOop,skimmilk,
DVvOop,halfhalf,
DVvOop,coffeecreamer,
DVvOop,flavoredcreamer,
DVvOop,oatmilk,
DVvOop,almondmilk,
DVvOop,soymilk,
DVvOop,other,
KMBrLz,wholemilk,0
KMBrLz,skimmilk,1
KMBrLz,halfhalf,0
KMBrLz,coffeecreamer,0
KMBrLz,flavoredcreamer,0
KMBrLz,oatmilk,0
KMBrLz,almondmilk,0
KMBrLz,soymilk,0
KMBrLz,other,0
jB9r21,wholemilk,1
jB9r21,skimmilk,0
jB9r21,halfhalf,0
jB9r21,coffeecreamer,0
jB9r21,flavoredcreamer,0
jB9r21,oatmilk,0
jB9r21,almondmilk,0
jB9r21,soymilk,0
jB9r21,other,0
pLPYLE,wholemilk,0
pLPYLE,skimmilk,0
pLPYLE,halfhalf,1
pLPYLE,coffeecreamer,0
pLPYLE,flavoredcreamer,0
pLPYLE,oatmilk,0
pLPYLE,almondmilk,0
pLPYLE,soymilk,0
pLPYLE,other,0
oAV8yX,wholemilk,1
oAV8yX,skimmilk,0
oAV8yX,halfhalf,0
oAV8yX,coffeecreamer,0
oAV8yX,flavoredcreamer,0
oAV8yX,oatmilk,0
oAV8yX,almondmilk,0
oAV8yX,soymilk,0
oAV8yX,other,0
aBrp0W,wholemilk,0
aBrp0W,skimmilk,0
aBrp0W,halfhalf,0
aBrp0W,coffeecreamer,0
aBrp0W,flavoredcreamer,1
aBrp0W,oatmilk,0
aBrp0W,almondmilk,0
aBrp0W,soymilk,0
aBrp0W,other,0
g5NPxK,wholemilk,0
g5NPxK,skimmilk,0
g5NPxK,halfhalf,0
g5NPxK,coffeecreamer,0
g5NPxK,flavoredcreamer,0
g5NPxK,oatmilk,1
g5NPxK,almondmilk,0
g5NPxK,soymilk,0
g5NPxK,other,0
bl41kE,wholemilk,0
bl41kE,skimmilk,0
bl41kE,halfhalf,1
bl41kE,coffeecreamer,0
bl41kE,flavoredcreamer,0
bl41kE,oatmilk,0
bl41kE,almondmilk,0
bl41kE,soymilk,0
bl41kE,other,0
GrBO1z,wholemilk,1
GrBO1z,skimmilk,0
GrBO1z,halfhalf,1
GrBO1z,coffeecreamer,0
GrBO1z,flavoredcreamer,0
GrBO1z,oatmilk,0
GrBO1z,almondmilk,0
GrBO1z,soymilk,0
GrBO1z,other,0
xdN8Q9,wholemilk,
xdN8Q9,skimmilk,
xdN8Q9,halfhalf,
xdN8Q9,coffeecreamer,
xdN8Q9,flavoredcreamer,
xdN8Q9,oatmilk,
xdN8Q9,almondmilk,
xdN8Q9,soymilk,
xdN8Q9,other,
vNx8Xv,wholemilk,0
vNx8Xv,skimmilk,0
vNx8Xv,halfhalf,0
vNx8Xv,coffeecreamer,0
vNx8Xv,flavoredcreamer,0
vNx8Xv,oatmilk,1
vNx8Xv,almondmilk,0
vNx8Xv,soymilk,0
vNx8Xv,other,0
dY2JPN,wholemilk,0
dY2JPN,skimmilk,0
dY2JPN,halfhalf,0
dY2JPN,coffeecreamer,1
dY2JPN,flavoredcreamer,0
dY2JPN,oatmilk,0
dY2JPN,almondmilk,0
dY2JPN,soymilk,0
dY2JPN,other,0
MAdjLE,wholemilk,
MAdjLE,skimmilk,
MAdjLE,halfhalf,
MAdjLE,coffeecreamer,
MAdjLE,flavoredcreamer,
MAdjLE,oatmilk,
MAdjLE,almondmilk,
MAdjLE,soymilk,
MAdjLE,other,
6dQ6xo,wholemilk,0
6dQ6xo,skimmilk,1
6dQ6xo,halfhalf,0
6dQ6xo,coffeecreamer,0
6dQ6xo,flavoredcreamer,0
6dQ6xo,oatmilk,0
6dQ6xo,almondmilk,0
6dQ6xo,soymilk,0
6dQ6xo,other,0
7d97lZ,wholemilk,
7d97lZ,skimmilk,
7d97lZ,halfhalf,
7d97lZ,coffeecreamer,
7d97lZ,flavoredcreamer,
7d97lZ,oatmilk,
7d97lZ,almondmilk,
7d97lZ,soymilk,
7d97lZ,other,
0EjqPQ,wholemilk,
0EjqPQ,skimmilk,
0EjqPQ,halfhalf,
0EjqPQ,coffeecreamer,
0EjqPQ,flavoredcreamer,
0EjqPQ,oatmilk,
0EjqPQ,almondmilk,
0EjqPQ,soymilk,
0EjqPQ,other,
BGbJD4,wholemilk,
BGbJD4,skimmilk,
BGbJD4,halfhalf,
BGbJD4,coffeecreamer,
BGbJD4,flavoredcreamer,
BGbJD4,oatmilk,
BGbJD4,almondmilk,
BGbJD4,soymilk,
BGbJD4,other,
9dJYbp,wholemilk,1
9dJYbp,skimmilk,0
9dJYbp,halfhalf,0
9dJYbp,coffeecreamer,0
9dJYbp,flavoredcreamer,0
9dJYbp,oatmilk,0
9dJYbp,almondmilk,0
9dJYbp,soymilk,0
9dJYbp,other,0
xdNbJ9,wholemilk,
xdNbJ9,skimmilk,
xdNbJ9,halfhalf,
xdNbJ9,coffeecreamer,
xdNbJ9,flavoredcreamer,
xdNbJ9,oatmilk,
xdNbJ9,almondmilk,
xdNbJ9,soymilk,
xdNbJ9,other,
EPbVLl,wholemilk,
EPbVLl,skimmilk,
EPbVLl,halfhalf,
EPbVLl,coffeecreamer,
EPbVLl,flavoredcreamer,
EPbVLl,oatmilk,
EPbVLl,almondmilk,
EPbVLl,soymilk,
EPbVLl,other,
pLPNQJ,wholemilk,
pLPNQJ,skimmilk,
pLPNQJ,halfhalf,
pLPNQJ,coffeecreamer,
pLPNQJ,flavoredcreamer,
pLPNQJ,oatmilk,
pLPNQJ,almondmilk,
pLPNQJ,soymilk,
pLPNQJ,other,
AlbMLW,wholemilk,
AlbMLW,skimmilk,
AlbMLW,halfhalf,
AlbMLW,coffeecreamer,
AlbMLW,flavoredcreamer,
AlbMLW,oatmilk,
AlbMLW,almondmilk,
AlbMLW,soymilk,
AlbMLW,other,
EPboPq,wholemilk,1
EPboPq,skimmilk,0
EPboPq,halfhalf,0
EPboPq,coffeecreamer,0
EPboPq,flavoredcreamer,0
EPboPq,oatmilk,0
EPboPq,almondmilk,0
EPboPq,soymilk,0
EPboPq,other,0
ylq8yW,wholemilk,
ylq8yW,skimmilk,
ylq8yW,halfhalf,
ylq8yW,coffeecreamer,
ylq8yW,flavoredcreamer,
ylq8yW,oatmilk,
ylq8yW,almondmilk,
ylq8yW,soymilk,
ylq8yW,other,
J2kEDz,wholemilk,0
J2kEDz,skimmilk,0
J2kEDz,halfhalf,0
J2kEDz,coffeecreamer,1
J2kEDz,flavoredcreamer,0
J2kEDz,oatmilk,0
J2kEDz,almondmilk,0
J2kEDz,soymilk,0
J2kEDz,other,0
24x9Lg,wholemilk,
24x9Lg,skimmilk,
24x9Lg,halfhalf,
24x9Lg,coffeecreamer,
24x9Lg,flavoredcreamer,
24x9Lg,oatmilk,
24x9Lg,almondmilk,
24x9Lg,soymilk,
24x9Lg,other,
0EjYb6,wholemilk,
0EjYb6,skimmilk,
0EjYb6,halfhalf,
0EjYb6,coffeecreamer,
0EjYb6,flavoredcreamer,
0EjYb6,oatmilk,
0EjYb6,almondmilk,
0EjYb6,soymilk,
0EjYb6,other,
ZdRb6a,wholemilk,1
ZdRb6a,skimmilk,0
ZdRb6a,halfhalf,0
ZdRb6a,coffeecreamer,0
ZdRb6a,flavoredcreamer,0
ZdRb6a,oatmilk,1
ZdRb6a,almondmilk,0
ZdRb6a,soymilk,0
ZdRb6a,other,0
WApbdP,wholemilk,
WApbdP,skimmilk,
WApbdP,halfhalf,
WApbdP,coffeecreamer,
WApbdP,flavoredcreamer,
WApbdP,oatmilk,
WApbdP,almondmilk,
WApbdP,soymilk,
WApbdP,other,
24xY69,wholemilk,0
24xY69,skimmilk,0
24xY69,halfhalf,1
24xY69,coffeecreamer,0
24xY69,flavoredcreamer,0
24xY69,oatmilk,0
24xY69,almondmilk,0
24xY69,soymilk,0
24xY69,other,0
RzBqWd,wholemilk,
RzBqWd,skimmilk,
RzBqWd,halfhalf,
RzBqWd,coffeecreamer,
RzBqWd,flavoredcreamer,
RzBqWd,oatmilk,
RzBqWd,almondmilk,
RzBqWd,soymilk,
RzBqWd,other,
RzBqLv,wholemilk,
RzBqLv,skimmilk,
RzBqLv,halfhalf,
RzBqLv,coffeecreamer,
RzBqLv,flavoredcreamer,
RzBqLv,oatmilk,
RzBqLv,almondmilk,
RzBqLv,soymilk,
RzBqLv,other,
oAV8d5,wholemilk,
oAV8d5,skimmilk,
oAV8d5,halfhalf,
oAV8d5,coffeecreamer,
oAV8d5,flavoredcreamer,
oAV8d5,oatmilk,
oAV8d5,almondmilk,
oAV8d5,soymilk,
oAV8d5,other,
oAV8OM,wholemilk,
oAV8OM,skimmilk,
oAV8OM,halfhalf,
oAV8OM,coffeecreamer,
oAV8OM,flavoredcreamer,
oAV8OM,oatmilk,
oAV8OM,almondmilk,
oAV8OM,soymilk,
oAV8OM,other,
AlbYyW,wholemilk,
AlbYyW,skimmilk,
AlbYyW,halfhalf,
AlbYyW,coffeecreamer,
AlbYyW,flavoredcreamer,
AlbYyW,oatmilk,
AlbYyW,almondmilk,
AlbYyW,soymilk,
AlbYyW,other,
KMB4kk,wholemilk,0
KMB4kk,skimmilk,1
KMB4kk,halfhalf,0
KMB4kk,coffeecreamer,0
KMB4kk,flavoredcreamer,0
KMB4kk,oatmilk,0
KMB4kk,almondmilk,0
KMB4kk,soymilk,1
KMB4kk,other,0
42N0Kd,wholemilk,1
42N0Kd,skimmilk,0
42N0Kd,halfhalf,0
42N0Kd,coffeecreamer,0
42N0Kd,flavoredcreamer,0
42N0Kd,oatmilk,0
42N0Kd,almondmilk,0
42N0Kd,soymilk,0
42N0Kd,other,0
0Ej0VZ,wholemilk,1
0Ej0VZ,skimmilk,1
0Ej0VZ,halfhalf,0
0Ej0VZ,coffeecreamer,0
0Ej0VZ,flavoredcreamer,0
0Ej0VZ,oatmilk,0
0Ej0VZ,almondmilk,1
0Ej0VZ,soymilk,0
0Ej0VZ,other,0
rlrQQo,wholemilk,0
rlrQQo,skimmilk,0
rlrQQo,halfhalf,0
rlrQQo,coffeecreamer,0
rlrQQo,flavoredcreamer,0
rlrQQo,oatmilk,1
rlrQQo,almondmilk,0
rlrQQo,soymilk,0
rlrQQo,other,0
vNx84X,wholemilk,1
vNx84X,skimmilk,0
vNx84X,halfhalf,0
vNx84X,coffeecreamer,0
vNx84X,flavoredcreamer,0
vNx84X,oatmilk,0
vNx84X,almondmilk,0
vNx84X,soymilk,0
vNx84X,other,0
OABxLk,wholemilk,
OABxLk,skimmilk,
OABxLk,halfhalf,
OABxLk,coffeecreamer,
OABxLk,flavoredcreamer,
OABxLk,oatmilk,
