id,option,value
pLPNQJ,sweetener,0
pLPNQJ,flavor,0
pLPNQJ,other,0
AlbMLW,nothing,1
AlbMLW,creamer,0
AlbMLW,sweetener,0
AlbMLW,flavor,0
AlbMLW,other,0
EPboPq,nothing,0
EPboPq,creamer,1
EPboPq,sweetener,0
EPboPq,flavor,0
EPboPq,other,0
ylq8yW,nothing,1
ylq8yW,creamer,0
ylq8yW,sweetener,0
ylq8yW,flavor,0
ylq8yW,other,0
J2kEDz,nothing,1
J2kEDz,creamer,1
J2kEDz,sweetener,0
J2kEDz,flavor,0
J2kEDz,other,0
24x9Lg,nothing,1
24x9Lg,creamer,0
24x9Lg,sweetener,0
24x9Lg,flavor,0
24x9Lg,other,0
0EjYb6,nothing,1
0EjYb6,creamer,0
0EjYb6,sweetener,0
0EjYb6,flavor,0
0EjYb6,other,0
ZdRb6a,nothing,1
ZdRb6a,creamer,1
ZdRb6a,sweetener,0
ZdRb6a,flavor,0
ZdRb6a,other,0
WApbdP,nothing,1
WApbdP,creamer,0
WApbdP,sweetener,0
WApbdP,flavor,0
WApbdP,other,0
24xY69,nothing,0
24xY69,creamer,1
24xY69,sweetener,0
24xY69,flavor,0
24xY69,other,0
RzBqWd,nothing,1
RzBqWd,creamer,0
RzBqWd,sweetener,0
RzBqWd,flavor,0
RzBqWd,other,0
RzBqLv,nothing,1
RzBqLv,creamer,0
RzBqLv,sweetener,0
RzBqLv,flavor,0
RzBqLv,other,0
oAV8d5,nothing,1
oAV8d5,creamer,0
oAV8d5,sweetener,0
oAV8d5,flavor,0
oAV8d5,other,0
oAV8OM,nothing,1
oAV8OM,creamer,0
oAV8OM,sweetener,0
oAV8OM,flavor,0
oAV8OM,other,0
AlbYyW,nothing,0
AlbYyW,creamer,0
AlbYyW,sweetener,1
AlbYyW,flavor,0
AlbYyW,other,0
KMB4kk,nothing,1
KMB4kk,creamer,1
KMB4kk,sweetener,0
KMB4kk,flavor,0
KMB4kk,other,0
42N0Kd,nothing,0
42N0Kd,creamer,1
42N0Kd,sweetener,0
42N0Kd,flavor,1
42N0Kd,other,0
0Ej0VZ,nothing,0
0Ej0VZ,creamer,1
0Ej0VZ,sweetener,1
0Ej0VZ,flavor,0
0Ej0VZ,other,0
rlrQQo,nothing,0
rlrQQo,creamer,1
rlrQQo,sweetener,0
rlrQQo,flavor,0
rlrQQo,other,0
vNx84X,nothing,1
vNx84X,creamer,1
vNx84X,sweetener,0
vNx84X,flavor,0
vNx84X,other,0
OABxLk,nothing,1
OABxLk,creamer,0
OABxLk,sweetener,0
OABxLk,flavor,0
OABxLk,other,0
MAd2V0,nothing,1
MAd2V0,creamer,0
MAd2V0,sweetener,0
MAd2V0,flavor,0
MAd2V0,other,0
8dpbGk,nothing,1
8dpbGk,creamer,0
8dpbGk,sweetener,0
8dpbGk,flavor,0
8dpbGk,other,0
zKQ8ja,nothing,1
zKQ8ja,creamer,1
zKQ8ja,sweetener,0
zKQ8ja,flavor,0
zKQ8ja,other,0
YZzBLJ,nothing,0
YZzBLJ,creamer,1
YZzBLJ,sweetener,1
YZzBLJ,flavor,0
YZzBLJ,other,0
QABNdl,nothing,0
QABNdl,creamer,1
QABNdl,sweetener,1
QABNdl,flavor,0
QABNdl,other,0
8dpbko,nothing,1
8dpbko,creamer,0
8dpbko,sweetener,0
8dpbko,flavor,0
8dpbko,other,0
XeB6Ee,nothing,1
XeB6Ee,creamer,0
XeB6Ee,sweetener,0
XeB6Ee,flavor,0
XeB6Ee,other,0
KMBroK,nothing,0
KMBroK,creamer,1
KMBroK,sweetener,0
KMBroK,flavor,0
KMBroK,other,0
24x9rg,nothing,1
24x9rg,creamer,0
24x9rg,sweetener,0
24x9rg,flavor,0
24x9rg,other,0
dY2JjD,nothing,1
dY2JjD,creamer,1
dY2JjD,sweetener,0
dY2JjD,flavor,0
dY2JjD,other,0
LdMjyz,nothing,1
LdMjyz,creamer,0
LdMjyz,sweetener,0
LdMjyz,flavor,0
LdMjyz,other,0
9dJYM1,nothing,1
9dJYM1,creamer,0
9dJYM1,sweetener,0
9dJYM1,flavor,0
9dJYM1,other,0
kYR4rj,nothing,1
kYR4rj,creamer,0
kYR4rj,sweetener,0
kYR4rj,flavor,0
kYR4rj,other,0
pLPN7q,nothing,1
pLPN7q,creamer,0
pLPN7q,sweetener,0
pLPN7q,flavor,0
pLPN7q,other,0
6dQ0eO,nothing,0
6dQ0eO,creamer,1
6dQ0eO,sweetener,1
6dQ0eO,flavor,0
6dQ0eO,other,0
42NlLd,nothing,1
42NlLd,creamer,0
42NlLd,sweetener,0
42NlLd,flavor,0
42NlLd,other,0
LdMxaj,nothing,1
LdMxaj,creamer,0
LdMxaj,sweetener,0
LdMxaj,flavor,0
LdMxaj,other,0
BGbJZ4,nothing,1
BGbJZ4,creamer,1
BGbJZ4,sweetener,0
BGbJZ4,flavor,0
BGbJZ4,other,0
J2kER7,nothing,0
J2kER7,creamer,1
J2kER7,sweetener,0
J2kER7,flavor,0
J2kER7,other,0
eBxgQO,nothing,0
eBxgQO,creamer,1
eBxgQO,sweetener,1
eBxgQO,flavor,1
eBxgQO,other,0
J2kELz,nothing,1
J2kELz,creamer,0
J2kELz,sweetener,1
J2kELz,flavor,0
J2kELz,other,0
LdMjqJ,nothing,0
LdMjqJ,creamer,1
LdMjqJ,sweetener,0
LdMjqJ,flavor,0
LdMjqJ,other,0
oAVNeM,nothing,1
oAVNeM,creamer,0
oAVNeM,sweetener,0
oAVNeM,flavor,0
oAVNeM,other,0
oAVZ95,nothing,1
oAVZ95,creamer,0
oAVZ95,sweetener,0
oAVZ95,flavor,0
oAVZ95,other,0
eBxGvE,nothing,1
eBxGvE,creamer,0
eBxGvE,sweetener,0
eBxGvE,flavor,0
eBxGvE,other,0
g5NPYO,nothing,0
g5NPYO,creamer,1
g5NPYO,sweetener,0
g5NPYO,flavor,0
g5NPYO,other,0
xdNbxo,nothing,0
xdNbxo,creamer,1
xdNbxo,sweetener,0
xdNbxo,flavor,0
xdNbxo,other,0
zKQ8ZZ,nothing,1
zKQ8ZZ,creamer,0
zKQ8ZZ,sweetener,0
zKQ8ZZ,flavor,0
zKQ8ZZ,other,0
rlrQxl,nothing,1
rlrQxl,creamer,1
rlrQxl,sweetener,0
rlrQxl,flavor,0
rlrQxl,other,0
VZ1W8N,nothing,1
VZ1W8N,creamer,0
VZ1W8N,sweetener,0
VZ1W8N,flavor,0
VZ1W8N,other,0
WAp6PN,nothing,1
WAp6PN,creamer,0
WAp6PN,sweetener,0
WAp6PN,flavor,0
WAp6PN,other,0
DVvo9l,nothing,1
DVvo9l,creamer,1
DVvo9l,sweetener,1
DVvo9l,flavor,1
DVvo9l,other,0
ylqAdB,nothing,1
ylqAdB,creamer,0
ylqAdB,sweetener,0
ylqAdB,flavor,0
ylqAdB,other,0
rlrQP2,nothing,1
rlrQP2,creamer,0
rlrQP2,sweetener,0
rlrQP2,flavor,0
rlrQP2,other,0
EPbo0L,nothing,1
EPbo0L,creamer,0
EPbo0L,sweetener,0
EPbo0L,flavor,0
EPbo0L,other,0
ylqAY6,nothing,1
ylqAY6,creamer,0
ylqAY6,sweetener,0
ylqAY6,flavor,0
ylqAY6,other,0
AlbR7B,nothing,1
AlbR7B,creamer,0
AlbR7B,sweetener,0
AlbR7B,flavor,0
AlbR7B,other,0
EPbVxA,nothing,1
EPbVxA,creamer,0
EPbVxA,sweetener,0
EPbVxA,flavor,1
EPbVxA,other,0
BGboo4,nothing,1
BGboo4,creamer,0
BGboo4,sweetener,0
BGboo4,flavor,0
BGboo4,other,0
dY2GGD,nothing,0
dY2GGD,creamer,1
dY2GGD,sweetener,0
dY2GGD,flavor,0
dY2GGD,other,0
oAV8o5,nothing,0
oAV8o5,creamer,1
oAV8o5,sweetener,0
oAV8o5,flavor,0
oAV8o5,other,0
WApa9N,nothing,0
WApa9N,creamer,0
WApa9N,sweetener,1
WApa9N,flavor,0
WApa9N,other,0
BGbJE5,nothing,0
BGbJE5,creamer,1
BGbJE5,sweetener,1
BGbJE5,flavor,0
BGbJE5,other,0
0EjzA9,nothing,1
0EjzA9,creamer,0
0EjzA9,sweetener,0
0EjzA9,flavor,0
0EjzA9,other,0
vNx6YX,nothing,0
vNx6YX,creamer,1
vNx6YX,sweetener,0
vNx6YX,flavor,0
vNx6YX,other,0
WApaAQ,nothing,1
WApaAQ,creamer,1
WApaAQ,sweetener,0
WApaAQ,flavor,0
WApaAQ,other,0
J2krZX,nothing,1
J2krZX,creamer,0
J2krZX,sweetener,0
J2krZX,flavor,0
J2krZX,other,0
oAVN6V,nothing,1
oAVN6V,creamer,0
oAVN6V,sweetener,0
oAVN6V,flavor,0
oAVN6V,other,0
VZ1WVN,nothing,1
VZ1WVN,creamer,0
VZ1WVN,sweetener,0
VZ1WVN,flavor,0
VZ1WVN,other,0
42Nlko,nothing,1
42Nlko,creamer,0
42Nlko,sweetener,0
42Nlko,flavor,0
42Nlko,other,0
RzBq4P,nothing,1
RzBq4P,creamer,0
RzBq4P,sweetener,0
RzBq4P,flavor,0
RzBq4P,other,0
1r2QM4,nothing,1
1r2QM4,creamer,0
1r2QM4,sweetener,0
1r2QM4,flavor,0
1r2QM4,other,0
LdM4d2,nothing,1
LdM4d2,creamer,1
LdM4d2,sweetener,0
LdM4d2,flavor,0
LdM4d2,other,0
42N0dB,nothing,0
42N0dB,creamer,1
42N0dB,sweetener,0
42N0dB,flavor,0
42N0dB,other,0
jB98M9,nothing,1
jB98M9,creamer,0
jB98M9,sweetener,0
jB98M9,flavor,0
jB98M9,other,0
1r205O,nothing,0
1r205O,creamer,1
1r205O,sweetener,0
1r205O,flavor,0
1r205O,other,0
5dq0yE,nothing,1
5dq0yE,creamer,0
5dq0yE,sweetener,0
5dq0yE,flavor,0
5dq0yE,other,0
YZzb4N,nothing,1
YZzb4N,creamer,0
YZzb4N,sweetener,0
YZzb4N,flavor,0
YZzb4N,other,0
QABq7Y,nothing,1
QABq7Y,creamer,0
QABq7Y,sweetener,0
QABq7Y,flavor,0
QABq7Y,other,0
PABQDd,nothing,1
PABQDd,creamer,0
PABQDd,sweetener,0
PABQDd,flavor,0
PABQDd,other,0
9dJY7E,nothing,0
9dJY7E,creamer,1
9dJY7E,sweetener,1
9dJY7E,flavor,0
9dJY7E,other,0
24xYgM,nothing,1
24xYgM,creamer,0
24xYgM,sweetener,0
24xYgM,flavor,0
24xYgM,other,0
KMB25K,nothing,1
KMB25K,creamer,0
KMB25K,sweetener,0
KMB25K,flavor,0
KMB25K,other,0
RzBqzP,nothing,
RzBqzP,creamer,
RzBqzP,sweetener,
RzBqzP,flavor,
RzBqzP,other,
GrBEvo,nothing,1
GrBEvo,creamer,1
GrBEvo,sweetener,0
GrBEvo,flavor,0
GrBEvo,other,0
rlrQrv,nothing,1
rlrQrv,creamer,1
rlrQrv,sweetener,0
rlrQrv,flavor,0
rlrQrv,other,0
LdMxpz,nothing,1
LdMxpz,creamer,0
LdMxpz,sweetener,0
LdMxpz,flavor,0
LdMxpz,other,0
ZdRblA,nothing,0
ZdRblA,creamer,1
ZdRblA,sweetener,0
ZdRblA,flavor,0
ZdRblA,other,0
bl4My7,nothing,1
bl4My7,creamer,0
bl4My7,sweetener,0
bl4My7,flavor,0
bl4My7,other,0
XeB72d,nothing,0
XeB72d,creamer,1
XeB72d,sweetener,0
XeB72d,flavor,0
XeB72d,other,0
zKQBXq,nothing,1
zKQBXq,creamer,0
zKQBXq,sweetener,0
zKQBXq,flavor,0
zKQBXq,other,0
rlr9Yv,nothing,0
rlr9Yv,creamer,1
rlr9Yv,sweetener,1
rlr9Yv,flavor,0
rlr9Yv,other,0
dY2GNy,nothing,0
dY2GNy,creamer,1
dY2GNy,sweetener,0
dY2GNy,flavor,0
dY2GNy,other,0
zKQA18,nothing,0
zKQA18,creamer,1
zKQA18,sweetener,1
zKQA18,flavor,0
zKQA18,other,0
ZdRAAV,nothing,0
ZdRAAV,creamer,1
ZdRAAV,sweetener,1
ZdRAAV,flavor,0
ZdRAAV,other,0
VZ17Ev,nothing,1
VZ17Ev,creamer,0
VZ17Ev,sweetener,0
VZ17Ev,flavor,0
VZ17Ev,other,0
NAB2Ab,nothing,1
NAB2Ab,creamer,0
NAB2Ab,sweetener,0
NAB2Ab,flavor,0
NAB2Ab,other,0
rlr9yM,nothing,1
rlr9yM,creamer,1
rlr9yM,sweetener,0
rlr9yM,flavor,0
rlr9yM,other,0
5dqYbv,nothing,1
5dqYbv,creamer,1
5dqYbv,sweetener,0
5dqYbv,flavor,0
5dqYbv,other,0
AlbRKW,nothing,1
AlbRKW,creamer,0
AlbRKW,sweetener,0
AlbRKW,flavor,0
AlbRKW,other,0
ylqb6X,nothing,0
ylqb6X,creamer,1
ylqb6X,sweetener,0
ylqb6X,flavor,0
ylqb6X,other,0
dY2o6d,nothing,0
dY2o6d,creamer,1
dY2o6d,sweetener,0
dY2o6d,flavor,0
dY2o6d,other,0
dY2oKz,nothing,0
dY2oKz,creamer,1
dY2oKz,sweetener,0
dY2oKz,flavor,0
dY2oKz,other,0
oAVN61,nothing,0
oAVN61,creamer,1
oAVN61,sweetener,0
oAVN61,flavor,0
oAVN61,other,0
rlr9yv,nothing,1
rlr9yv,creamer,0
rlr9yv,sweetener,0
rlr9yv,flavor,0
rlr9yv,other,0
kYR4Nr,nothing,0
kYR4Nr,creamer,1
kYR4Nr,sweetener,0
kYR4Nr,flavor,1
kYR4Nr,other,0
zKQ4kq,nothing,1
zKQ4kq,creamer,0
zKQ4kq,sweetener,0
zKQ4kq,flavor,0
zKQ4kq,other,0
RzBeoP,nothing,1
RzBeoP,creamer,0
RzBeoP,sweetener,0
RzBeoP,flavor,0
RzBeoP,other,0
24xYJL,nothing,1
24xYJL,creamer,1
24xYJL,sweetener,0
24xYJL,flavor,0
24xYJL,other,0
ZdRAWA,nothing,1
ZdRAWA,creamer,0
ZdRAWA,sweetener,0
ZdRAWA,flavor,0
ZdRAWA,other,0
rlr9OL,nothing,0
rlr9OL,creamer,1
rlr9OL,sweetener,0
rlr9OL,flavor,0
rlr9OL,other,0
PABQdQ,nothing,0
PABQdQ,creamer,1
PABQdQ,sweetener,0
PABQdQ,flavor,0
PABQdQ,other,0
1r20NQ,nothing,1
1r20NQ,creamer,0
1r20NQ,sweetener,0
1r20NQ,flavor,0
1r20NQ,other,0
qbEqj2,nothing,0
qbEqj2,creamer,1
qbEqj2,sweetener,0
qbEqj2,flavor,0
qbEqj2,other,0
g5NV9P,nothing,1
g5NV9P,creamer,1
g5NV9P,sweetener,0
g5NV9P,flavor,0
g5NV9P,other,0
42NY8Y,nothing,1
42NY8Y,creamer,0
42NY8Y,sweetener,0
42NY8Y,flavor,0
42NY8Y,other,0
GrBVJp,nothing,1
GrBVJp,creamer,1
GrBVJp,sweetener,0
GrBVJp,flavor,0
GrBVJp,other,0
7d90RL,nothing,1
7d90RL,creamer,0
7d90RL,sweetener,0
7d90RL,flavor,0
7d90RL,other,0
lNl8WV,nothing,0
lNl8WV,creamer,1
lNl8WV,sweetener,1
lNl8WV,flavor,0
lNl8WV,other,0
vNxaEA,nothing,0
vNxaEA,creamer,1
vNxaEA,sweetener,0
vNxaEA,flavor,0
vNxaEA,other,0
0EjY5P,nothing,1
0EjY5P,creamer,0
0EjY5P,sweetener,0
0EjY5P,flavor,0
0EjY5P,other,0
eBxO5q,nothing,0
eBxO5q,creamer,1
eBxO5q,sweetener,1
eBxO5q,flavor,0
eBxO5q,other,0
blx47Z,nothing,1
blx47Z,creamer,1
blx47Z,sweetener,1
blx47Z,flavor,0
blx47Z,other,0
lNlXyB,nothing,0
lNlXyB,creamer,1
lNlXyB,sweetener,1
lNlXyB,flavor,0
lNlXyB,other,0
1r2Yx4,nothing,1
1r2Yx4,creamer,0
1r2Yx4,sweetener,0
1r2Yx4,flavor,0
1r2Yx4,other,0
1r20WM,nothing,1
1r20WM,creamer,1
1r20WM,sweetener,0
1r20WM,flavor,0
1r20WM,other,0
J2krad,nothing,1
J2krad,creamer,0
J2krad,sweetener,0
J2krad,flavor,0
J2krad,other,0
DVvo05,nothing,0
DVvo05,creamer,1
DVvo05,sweetener,0
DVvo05,flavor,0
DVvo05,other,0
VZ1aJj,nothing,1
VZ1aJj,creamer,0
VZ1aJj,sweetener,0
VZ1aJj,flavor,0
VZ1aJj,other,0
42N0ab,nothing,1
42N0ab,creamer,0
42N0ab,sweetener,0
42N0ab,flavor,0
42N0ab,other,0
aBrJxZ,nothing,0
aBrJxZ,creamer,1
aBrJxZ,sweetener,1
aBrJxZ,flavor,0
aBrJxZ,other,0
9dJ0qG,nothing,1
9dJ0qG,creamer,0
9dJ0qG,sweetener,0
9dJ0qG,flavor,0
